Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;SAO JOAO DA BOA VISTA;VANDA PEREIRA RAMOS PEREIRA 1728702830; 20.725.531/0001-59;AVENIDA PROFESSORA  ISETTE CORREA FONTAO;1390;;JARDIM DAS FLORES;13876-750;GLP;12/12/2023;100;;R$ / 13 kg;BRANCA
SE;MG;LEOPOLDINA;R D FAJARDO ME; 24.372.031/0001-31;AV. DOS EXPEDICIONÁRIOS;1037;;BELA VISTA;36700-000;GLP;11/12/2023;99;;R$ / 13 kg;COPA ENERGIA
S;PR;SAO JOSE DOS PINHAIS;RENATO HARMATCHUK; 23.961.348/0001-40;RUA   ESTELA MARI REZENDE;10311;;BORDA DO CAMPO;83075-452;GLP;11/12/2023;95;;R$ / 13 kg;BRANCA
NE;AL;ARAPIRACA;LUIS ARTHUR DE OLIVEIRA BERTHO PEREIRA; 24.749.364/0001-37;AVENIDA ENIRALDO DE OLIVEIRA ALMEIDA (AL 110);189;LETRA A;CANAFISTULA;57302-055;GLP;11/12/2023;81,99;;R$ / 13 kg;MINASGAS
SE;SP;CUBATAO;KABO COMERCIO DE GAS LTDA; 24.503.290/0001-54;AVENIDA NOSSA SENHORA DE FATIMA;182;;JARDIM CASQUEIRO;11533-030;GLP;12/12/2023;115;;R$ / 13 kg;LIQUIGÁS
NE;PI;TERESINA;T S B LIMA FELIX COMERCIO DE GAS; 24.822.746/0001-49;AVENIDA HIGINO CUNHA;1940;;CRISTO REI;64014-535;GLP;13/12/2023;90;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;CONTAGEM;GUILHERME COMERCIO DE GAS LTDA ME; 24.547.883/0001-12;AVENIDA  DAS BANDEIRAS;40;;JARDIM LAGUNA;32140-300;GLP;14/12/2023;90;;R$ / 13 kg;ULTRAGAZ
CO;GO;APARECIDA DE GOIANIA;BICUDO DISTRIBUIDORA DE GÁS LTDA ME; 14.162.407/0001-20;RUA   101;SN;QD: 109, LT: 14;ITAPOÃ;74940-200;GLP;11/12/2023;105;;R$ / 13 kg;BRANCA
SE;SP;ITAPECERICA DA SERRA;DA SERRA DISTRIBUIDORA DE GAS LTDA; 24.822.560/0001-90;AVENIDA QUINZE DE NOVEMBRO;1391;;CENTRO;06850-100;GLP;12/12/2023;97,99;;R$ / 13 kg;CONSIGAZ
NE;CE;SOBRAL;C. H. NOGUEIRA COMERCIO DE GAS LTDA; 69.701.712/0008-00;RUA DO ATACADO;610;;CIDADE GERARDO CRISTINO DE MENEZES;62010-970;GLP;14/12/2023;109;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARACATUBA;THIAGO ITALO BURGARELLI 37883951840; 24.461.722/0001-01;AVENIDA IBIRAPUERA;1262;;PALMEIRAS;16071-165;GLP;13/12/2023;85,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;SAO SEBASTIAO DO PARAISO;NOELI DOS REIS FARIA SANTOS; 21.601.805/0001-60;RUA PRESIDENTE KENNEDY;5;;JARDIM BELVEDERE;37950-000;GLP;14/12/2023;90;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;MAXXIGÁS COMERCIAL LTDA ME; 03.480.334/0001-06;AVENIDA   MONTEMAGNO;700;;VILA FORMOSA;03371-000;GLP;11/12/2023;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;TIMOTEO;LUCAS ASSIS FAJARDO; 24.946.837/0001-96;RUA ANTONIO SILVA;7;;QUITANDINHA;35180-071;GLP;14/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRAIA GRANDE;REDE TOP COMERCIO DE GAS LTDA; 24.534.543/0001-57;RUA LUIZ CONSERINO;80;;QUIETUDE;11718-210;GLP;11/12/2023;103;;R$ / 13 kg;ULTRAGAZ
N;RO;ARIQUEMES;RONDON GAS AGUA LTDA; 23.608.500/0001-06;AVENIDA PRESIDENTE GETULIO VARGAS;5186;;NOVA UNIAO 03;76871-395;GLP;12/12/2023;125;;R$ / 13 kg;FOGAS
SE;SP;JAU;CHARLISTON LUIZ ULLRICH; 24.863.353/0001-83;RUA TENENTE LOPES;1147;;CENTRO;17201-460;GLP;13/12/2023;112;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;VERA E BRITO LTDA; 06.234.242/0001-26;AVENIDA INDUSTRIAL;599;ANEXO 1;BOM SUCESSO;65900-970;GLP;14/12/2023;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;MOGI MIRIM;EDSON ARLEI BUENO DA SILVA; 11.474.514/0002-86;RUA   ROMEU ALBANI;363;;PARQUE REAL;13803-810;GLP;11/12/2023;95;;R$ / 13 kg;COPA ENERGIA
NE;PE;CABO DE SANTO AGOSTINHO;A N S COMERCIO E TRANSPORTES DE GAS LTDA; 23.738.191/0001-99;AVENIDA ALMIRANTE PAULO MOREIRA;429;;GARAPU;54517-510;GLP;14/12/2023;74,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;MARABA;W. F DA SILVA MOREIRA COMERCIO - ME; 25.033.751/0001-35;QUADRA   OITO FL 31;0;LT B 06;NOVA MARABÁ;68507-600;GLP;14/12/2023;114,99;;R$ / 13 kg;LIQUIGÁS
NE;PE;GARANHUNS;TERRA DA GAROA GAS LTDA; 24.791.549/0001-00;AVENIDA PRESIDENTE COSTA E SILVA;283;;HELIOPOLIS;55293-970;GLP;13/12/2023;79,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;OSASCO;DMF GAS COMERCIO VAREJISTA DE GLP LTDA ME; 24.390.480/0001-02;RUA PARANAENSE;1013;;CONCEIÇÃO;06140-052;GLP;12/12/2023;109,99;;R$ / 13 kg;BRANCA
SE;MG;NOVA LIMA;RN GAS LTDA; 24.832.028/0001-53;AVENIDA CANADA;510;;JARDIM CANADA;34000-001;GLP;14/12/2023;107;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARACATUBA;FERNANDA PEDAO DA SILVA; 24.727.717/0001-06;AVENIDA PRESTES MAIA;1434;;AMIZADE;16074-325;GLP;11/12/2023;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;SANTAREM;TULIO DE SOUZA BARROS; 24.626.421/0001-90;TRAVESSA   CINCO;462;;NOVA REPÚBLICA;68025-290;GLP;12/12/2023;100;;R$ / 13 kg;FOGAS
SE;RJ;ITAPERUNA;GERALDO SIMOES DE AGUIAR JUNIOR COMERCIO DE GAS; 22.838.497/0001-54;RUA MANOEL CORDEIRO JUNIOR;S/N;;PADRE HUMBERTO LINDELAUF;28300-000;GLP;12/12/2023;85;;R$ / 13 kg;CONSIGAZ
NE;BA;PAULO AFONSO;ADEMILSON XAVIER DA PAIXÃO ME; 04.415.745/0003-34;RODOVIA BA-210;2661;SALA;TANCREDO NEVES I;48609-024;GLP;13/12/2023;84;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;MURIAE;MANANCIAL REVENDEDORA DE AGUA E GAS LTDA; 23.865.911/0001-87;RUA SELMA DE ALMEIDA MACEDO;36;;SANTANA;36880-000;GLP;13/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;FRANCA;F. H. DE ALMEIDA SERVICOS E COMERCIO DE GAS EIRELI; 14.280.073/0004-31;RUA   MINAS GERAIS;1285;;VILA APARECIDA;14401-229;GLP;11/12/2023;95;;R$ / 13 kg;CONSIGAZ
N;RR;BOA VISTA;B ARAUJO COMERCIO DE GÁS E BEBIDAS LTDA  ME; 24.002.747/0001-47;AVENIDA PRINCESA ISABEL;3805;LETRA 01;SANTA TEREZA;69314-148;GLP;11/12/2023;129;;R$ / 13 kg;AMAZONGÁS
S;RS;LAJEADO;CLAUDIMIR DA SILVA  PORTELA; 14.954.199/0001-00;RUA ENCANTADO;66;;PLANALTO;95900-010;GLP;11/12/2023;113;;R$ / 13 kg;LIQUIGÁS
CO;GO;APARECIDA DE GOIANIA;JANAINA LUCIANO DA ROCHA 02969298678; 24.498.049/0001-84;AVENIDA SENADOR  PEDRO LUDOVICO TEIXEIRA;S/N;QUADRA 52 LOTE 07;ILDA;74935-830;GLP;11/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;RN;NATAL;NICOLAS RIBEIRO PACHECO; 23.238.302/0001-06;RUA ADOLFO GORDO;2199;;CIDADE DA ESPERANÇA;20436-165;GLP;11/12/2023;85;;R$ / 13 kg;LIQUIGÁS
SE;MG;JUIZ DE FORA;GASFORT DISTRIBUIDORA LTDA; 24.790.815/0001-80;RUA TRAJANO BRAZ OLIVEIRA;299;TELHEIRO;JARDIM NATAL;36083-530;GLP;11/12/2023;90;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;SANTA CRUZ DO CAPIBARIBE;AVG COMERCIO DE GAS E AGUA MINERAL LTDA; 22.416.640/0001-10;AVENIDA DOUTOR CLAUDIO ABILIO ARAGAO;288;;NOVA SANTA CRUZ;55194-315;GLP;12/12/2023;100;;R$ / 13 kg;COPA ENERGIA
NE;BA;CAETITE;ANDERSON SILVEIRA ROCHA GUMES; 23.702.149/0001-18;AVENIDA WALDICK SORIANO;43;;BUENOS AIRES;46400-000;GLP;11/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;VOTUPORANGA;NATALIA FERNANDA NOVAES MARQUES 43589206837 - ME; 22.531.421/0001-81;R JERONIMO FIGUEIRA DA COSTA;3666;;POZZOBON;15503-110;GLP;11/12/2023;90;;R$ / 13 kg;BRANCA
SE;SP;SAO VICENTE;GASBOM JD. PARAISO LTDA; 23.776.070/0001-31;AVENIDA CAPITAO LUIS HORNEAUX DE MOURA;699;;JARDIM PARAISO;11370-501;GLP;11/12/2023;100;;R$ / 13 kg;CONSIGAZ
N;TO;PALMAS;ALLINE OLIVEIRA VERA; 16.790.510/0001-40;906 SUL AVENIDA LO 23;1;LT 32;PLANO DIRETOR SUL;77023-392;GLP;12/12/2023;125;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;AFONSO COMERCIAL DE GAS EIRELI; 24.991.285/0001-38;AVENIDA ANTONIO FIDELIS;1697;QUADRA158                 LOTE  06;PRQ AMAZONIA;74840-090;GLP;14/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;BIRIGUI;A. DE PAULO PADILHA GÁS ME; 07.853.502/0001-04;RUA   MANOEL MARIN BERBEL;2011;;VILA ISABEL MARIN;16204-044;GLP;14/12/2023;99,99;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;PR DAUAN COMERCIO DE GAS LTDA; 23.749.702/0001-78;AVENIDA PEDRO BUENO;1735;;JABAQUARA;04342-011;GLP;11/12/2023;104,99;;R$ / 13 kg;LIQUIGÁS
N;PA;MARABA;BORGES E MARINHO LTDA - ME; 25.054.492/0001-29;RUA   VILA LOBOS;22;QD 60;BOM PLANALTO;68501-600;GLP;12/12/2023;114,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;ES;SERRA;CONSI SERRA COMERCIO DE GAS LTDA; 25.346.565/0001-56;AVENIDA D;19;;MANOEL PLAZA;29160-444;GLP;12/12/2023;89,99;;R$ / 13 kg;CONSIGAZ
N;RO;JI-PARANA;FORTE ENGENHARIA COMERCIO E TRANSPORTES LTDA; 25.064.540/0001-60;RUA TRINTA E UM DE MARCO;915;;JARDIM DOS MIGRANTES;76900-680;GLP;12/12/2023;120;;R$ / 13 kg;FOGAS
SE;SP;BAURU;DAVI SIMOES PEREIRA COMERCIO DE GLP; 24.963.429/0001-42;RUA LUIZ PEREIRA DA SILVA;45498;;VILA SAO PAULO;17022-111;GLP;14/12/2023;95;;R$ / 13 kg;COPA ENERGIA
CO;GO;APARECIDA DE GOIANIA;MARISA FERREIRA DOS SANTOS 02691805166; 23.178.035/0001-10;RUA   H 89;S/N;Q 174 LT 02;CIDADE VERA CRUZ;74936-420;GLP;11/12/2023;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;PARAUAPEBAS;CAPIXABA COMERCIO DE GÁS EIRELI- ME; 24.464.933/0001-06;NOVA CONQUISTA;371;;BETANIA;68515-000;GLP;14/12/2023;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;VINHEDO;CAMARGO & BRAGA COMERCIO DE GAS LTDA - ME; 25.177.645/0001-25;RUA APARECIDA ORTIZ DE CAMARGO CIENI;116;;CAPELA;13280-000;GLP;14/12/2023;99,99;;R$ / 13 kg;ULTRAGAZ
N;AP;MACAPA;CARLOS REIS DE LIMA; 01.470.539/0012-20;RUA VEREADOR  JULIO MARIA PINTO PEREIRA;850;;JARDIM FELICIDADE;68909-000;GLP;12/12/2023;108;;R$ / 13 kg;LIQUIGÁS
NE;SE;ARACAJU;ANTONIO CARLOS BISPO JUNIOR; 24.949.241/0001-40;RUA SEVERO JOSE DOS SANTOS;216;;INDUSTRIAL;49066-230;GLP;13/12/2023;89,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;RN;CAICO;CARLOS ANTONIO JUNIOR REVENDA DE GAS EIRELI; 25.278.074/0001-15;RUA MAJOR LULA;989;;PARAIBA;59300-000;GLP;13/12/2023;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AC;RIO BRANCO;Y. K. S. DE SOUZA; 19.677.942/0002-18;TRAVESSA BUGI;26;;CONJUNTO RUI LINO;69919-899;GLP;12/12/2023;114;;R$ / 13 kg;FOGAS
NE;PB;JOAO PESSOA;ROGERIO LEONARDO DOS SANTOS; 11.707.902/0001-89;RUA   ANTÔNIO FÉLIX COSTA;384;;MANGABEIRA;58056-320;GLP;11/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;ITACOATIARA;MARCOS ANTONIO DA SILVA CABRAL; 03.019.535/0007-98;RUA MARIO ANDREAZZA;2492;;SAO CRISTOVAO;69100-000;GLP;13/12/2023;135;;R$ / 13 kg;FOGAS
SE;SP;MATAO;V S T RIBEIRO ME; 24.965.219/0001-93;RUA   MARINA GANDINI;341;;JARDIM CAMBUÍ;15990-526;GLP;12/12/2023;110;;R$ / 13 kg;ULTRAGAZ
SE;ES;LINHARES;L B COMERCIO DISTRIBUIDOR DE GAS LTDA ME; 25.199.962/0001-42;AVENIDA   JOSÉ ARMANI;SN;;LINHARES V;29905-190;GLP;13/12/2023;115;;R$ / 13 kg;BRANCA
SE;SP;JAU;PAULO S. GALVAO BONES; 07.264.714/0001-56;RUA LAZARO CAMARGO FREITAS;299;;VILA SAO JUDAS TADEU;17207-600;GLP;14/12/2023;112;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;RENATO PALHENA DE SOUZA ME; 23.281.676/0001-04;RUA   CARIRÉ;35;;NOVO ALEIXO;69098-000;GLP;11/12/2023;130;;R$ / 13 kg;FOGAS
SE;MG;PARA DE MINAS;COMERCIAL JOYBRI LTDA; 04.603.271/0009-40;RUA JOSE CORREA VIANA;25;;J.K;35660-970;GLP;13/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;BARRA MANSA;FRANCILAINE F OLIVEIRA COMERCIO DE GAS; 24.968.839/0001-86;RUA DOIS;S/N;LOTE  259;VILA PRINCIPAL;27338-110;GLP;12/12/2023;105;;R$ / 13 kg;CONSIGAZ
SE;MG;BELO HORIZONTE;CHAME GAS LTDA; 22.072.737/0001-52;RUA AQUIDABAN;1051;;PADRE EUSTAQUIO;30720-420;GLP;12/12/2023;129;;R$ / 13 kg;BRANCA
SE;SP;BEBEDOURO;H. D. ANTONINI DE FREITAS LTDA; 25.330.398/0001-55;AVENIDA BELMIRO DIAS BAPTISTA;1016;;DISTRITO INDUSTRIAL I;14711-130;GLP;11/12/2023;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO JOAO DA BOA VISTA;BOM GAS SAO JOAO LTDA; 25.290.063/0001-50;RUA AGOSTINHO PIRES DE AGUIAR;580;;SAO LAZARO;13870-480;GLP;12/12/2023;100;;R$ / 13 kg;LIQUIGÁS
NE;PB;JOAO PESSOA;B & M COMERCIO VAREJISTA DE GAS E AGUA LTDA - EPP; 25.245.600/0001-40;AVENIDA MARANHÃO;58;TERREO;ESTADOS;58030-260;GLP;11/12/2023;95;;R$ / 13 kg;MINASGAS
NE;BA;JACOBINA;O G DE OLIVEIRA NETO & CIA LTDA ME; 25.323.039/0001-70;AV JOAO FRAGA BRANDAO;493;;PERU;44700-000;GLP;12/12/2023;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;AGUAS LINDAS DE GOIAS;ELTON G. DE SANTANA - DISTRIBUIDORA - ME; 21.589.515/0001-49;Q QUADRA 32;S/N;LOTE 01SALA 01 RUA 16;JARDIM DA BARRAGEM II;72920-100;GLP;11/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;MARABA;F. R. O. LIMA GAS E BEBIDAS; 24.982.391/0001-55;AVENIDA   BRASIL;1069;;INDEPENDÊNCIA;68501-120;GLP;12/12/2023;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;SETE LAGOAS;MATHEUS HENRIQUE SOARES AZEVEDO 13787664661; 24.120.364/0001-73;RUA   UBERLÂNDIA;1138;;CATARINA;35700-237;GLP;13/12/2023;104,9;;R$ / 13 kg;COPA ENERGIA
SE;RJ;NOVA IGUACU;R GODOY FIGUEIREDO REVENDEDORA DE GAS LTDA EPP; 26.077.335/0001-00;RUA   AILTON DINIZ MACHADO;170;QD  B LT 5A;SANTA EUGÊNIA;26286-260;GLP;13/12/2023;84,99;;R$ / 13 kg;ULTRAGAZ
SE;RJ;BARRA MANSA;E SORAIA DA SILVA COMERCIO DE GAS; 17.414.995/0001-30;AVENIDA PRESIDENTE KENNEDY;3311;;ANO BOM;27323-641;GLP;11/12/2023;95,9;;R$ / 13 kg;BRANCA
NE;PI;TERESINA;GAS BRASIL LTDA; 17.075.443/0001-44;RUA JOAQUIM NELSON;3088;QD 239 ANEXO 4599;ITARARÉ;64078-225;GLP;13/12/2023;99,99;;R$ / 13 kg;BAHIANA
CO;GO;JATAI;CADMO WALLACE MARTINS LIMA; 24.436.202/0001-49;RUA SAID ABDALLA;1582;QUADRA67 F                LOTE  0006;VILA FATIMA;75803-021;GLP;11/12/2023;115;;R$ / 13 kg;ULTRAGAZ
SE;MG;ARAGUARI;R & S COMERCIO E DISTRIBUIDORA DE GAS LTDA; 25.218.949/0001-93;RUA A (LOT J MILANI);80;;BOSQUE;38446-172;GLP;13/12/2023;110;;R$ / 13 kg;ULTRAGAZ
SE;MG;SAO SEBASTIAO DO PARAISO;IPE DISTRIBUIDORA DE GAS LTDA; 10.496.928/0003-24;AVENIDA MONSENHOR MANCINI;480;;VILA DALVA;37950-000;GLP;14/12/2023;88;;R$ / 13 kg;ULTRAGAZ
S;RS;SAO LUIZ GONZAGA;MAURICEIA ALINE BREMM  01298152097; 25.008.646/0001-46;RUA SILVA JARDIM;1745;CASA;CENTRO;97800-000;GLP;11/12/2023;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RIO DE JANEIRO;SADYGAS DISTRIBUIDORA DE GAS LTDA - ME; 24.251.866/0001-33;RUA CORONEL  BRANDÃO;19;LOJA A21;SÃO CRISTÓVÃO;20920-020;GLP;13/12/2023;100;;R$ / 13 kg;BRANCA
N;TO;PALMAS;SOUZA GÁS COMÉRCO DE GÁS LIQUEFEITO DE PETROLEO - GLP EIRELI ME; 24.023.997/0001-63;307 NORTE AVENIDA LO 10, LT:19 (ACSV NO 33;SN;;PLANO DIRETOR NORTE;77001-388;GLP;12/12/2023;127;;R$ / 13 kg;BRANCA
S;PR;ARAPONGAS;EDSON DA FONSECA; 25.090.625/0001-12;RUA ALBATROZ-REAL;357;;CONJUNTO DEL CONDOR;86703-341;GLP;13/12/2023;94,9;;R$ / 13 kg;BRANCA
N;PA;ALENQUER;E. R. DE CARVALHO FROIS-ME; 24.300.054/0001-30;TRAVESSA COLOMBIANO MARVAO;1540;;ESPERANÇA  I;68200-000;GLP;13/12/2023;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SANTO ANGELO;EVARISTO I.C.FURIAN - EPP; 04.045.417/0002-02;RUA GENERAL  CARLOS DE CAMPOS GAY;275;;OLIVEIRA;98801-330;GLP;12/12/2023;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;ITAPIPOCA;MIMI COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO EIRELI; 25.368.925/0001-10;AVENIDA ANASTÁCIO BRAGA;4952;;URBANO TEIXEIRA;62501-040;GLP;11/12/2023;115;;R$ / 13 kg;BAHIANA
N;PA;MARABA;REIS SOUZA DISTRIBUIDORA DE GÁS EIRELI ME; 24.501.914/0001-02;QUADRA   QUATRO;SN;LT: 08, CS A;NOVA MARABÁ;68506-500;GLP;14/12/2023;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;DF COMERCIAL DE GAS LTDA - ME; 25.491.605/0001-53;RUA   JORGE LUCENA DE MOURA;288;;MANGABEIRA;58059-736;GLP;13/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SANTO ANDRE;SPEDDY COMERCIO DE GAS LTDA ME; 21.296.979/0001-67;AVENIDA QUEIRÓS FILHO;500;;VILA GUARACIABA;09121-587;GLP;14/12/2023;94,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;BELEM;POSTO GONCALVES LTDA; 26.255.957/0001-72;RUA ANTONIO BARRETO;1380;;UMARIZAL;66060-020;GLP;11/12/2023;99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARARAQUARA;A. RODRIGUES DE SOUZA GAS; 26.065.917/0001-68;AVENIDA MARLENE DO CARMO TULIO;39;;JARDIM BOA VISTA II;14809-176;GLP;12/12/2023;110;;R$ / 13 kg;LIQUIGÁS
SE;ES;LINHARES;JALDECIR PEREIRA FRANCISCO LTDA; 21.066.926/0001-50;AVENIDA   TUPINAMBÁS;374;;LAGOA DO MEIO;29904-025;GLP;11/12/2023;105;;R$ / 13 kg;BRANCA
NE;CE;FORTALEZA;LUNA & LIMA COMERCIAL DE GAS LTDA; 24.341.472/0001-76;AVENIDA BENJAMIM BRASIL;1585;LETRA A;JARDIM CEARENSE;60712-003;GLP;13/12/2023;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;JUIZ DE FORA;MARCIO MARTINS TOLENTINO; 24.349.041/0001-56;AVENIDA BRASIL;7145;GALPAO 101;MARIANO PROCÓPIO;36080-060;GLP;11/12/2023;80;;R$ / 13 kg;BRANCA
NE;PB;PATOS;LECY VANIA LEAL MARTINS; 04.450.509/0002-78;RUA   ANTÔNIO PALMEIRA;S/N;;JARDIM GUANABARA;58701-350;GLP;11/12/2023;105;;R$ / 13 kg;BAHIANA
SE;SP;OURINHOS;BAIANO COMERCIO DE GAS E AGUA LTDA; 26.034.632/0001-60;AVENIDA JACINTO FERREIRA DE SA;668;;CENTRO;19911-720;GLP;11/12/2023;100;;R$ / 13 kg;ULTRAGAZ
CO;GO;AGUAS LINDAS DE GOIAS;GAS JK LTDA ME; 24.899.131/0001-10;Q QUADRA 15;S/N;LOTE 20;JARDIM PEROLA DA BARRAGEM I;72916-060;GLP;11/12/2023;85;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;DRACENA;MOLARO & MAZZARO LTDA ME; 26.200.505/0001-93;AVENIDA MARGINAL UM;696;;FREI MOACIR UM;17900-000;GLP;12/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;SANTAREM;D INOMATA CARVALHO LTDA; 03.903.920/0001-08;AVENIDA MUIRAQUITA (PROX. 5A URE);5;;SANTISSIMO;68010-680;GLP;12/12/2023;90;;R$ / 13 kg;BAHIANA
SE;SP;AVARE;MARCO A. FUSCO - ME; 24.792.456/0001-08;RUA PARAIBA;329;;VILA SANTA MARIA;18700-110;GLP;14/12/2023;100;;R$ / 13 kg;BRANCA
N;AM;MANAUS;ALESON DA SILVA OLIVEIRA 95939598234; 23.832.290/0001-35;RUA 4;191;;NOVO ALEIXO;69099-999;GLP;12/12/2023;115;;R$ / 13 kg;AMAZONGÁS
SE;MG;BELO HORIZONTE;AGUIA GAS E AGUA LTDA - ME; 20.531.319/0002-31;RUA   PARÁ DE MINAS;252;;PADRE EUSTÁQUIO;30730-440;GLP;11/12/2023;94,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;COMERCIAL NOVA ALIANCA EIRELI ME; 23.858.578/0001-89;RUA HUMAITA;5470;;SOCIALISTA;76834-899;GLP;12/12/2023;118;;R$ / 13 kg;FOGAS
SE;RJ;RIO DE JANEIRO;G M TOME COMERCIO VAREJISTA DE GAS EIRELI; 26.272.857/0001-54;RUA TORRES DE OLIVEIRA;434;;PIEDADE;20740-380;GLP;11/12/2023;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO CARLOS;MRGAS COMERCIO E TRANSPORTE LTDA; 08.379.543/0009-20;AVENIDA BRUNO RUGGIERO FILHO;1700;;PARQUE SANTA FELICIA JARDIM;13562-420;GLP;12/12/2023;115;;R$ / 13 kg;LIQUIGÁS
N;TO;PARAISO DO TOCANTINS;DISTRIBUIDORA DE GAS CORREA LTDA; 19.972.394/0003-30;RUA 07 DE SETEMBRO;730;QD: 32, LT:09;SETOR OESTE;77600-000;GLP;13/12/2023;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RESENDE;CENTRAL COMERCIO DE GLP LTDA; 24.980.869/0001-08;AVENIDA TENENTE-CORONEL ADALBERTO MENDES;1370;;SANTA ISABEL;27522-240;GLP;11/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;CONCORDIA;MERCADO ZAT LTDA; 01.404.601/0001-22;RUA SENADOR ATTILIO FRANCISCO XAVIER FONTANA;1249;;SANTA CRUZ;89703-148;GLP;11/12/2023;109,98;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;RN;PARNAMIRIM;JUAN PIERRE DE MEDEIROS 12513400402; 26.307.448/0001-46;AVENIDA DOUTOR  LUÍS ANTÔNIO;464;;BOA ESPERANÇA;59140-400;GLP;12/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;SE;NOSSA SENHORA DO SOCORRO;BK COMERCIO VAREJISTA DE BOTIJOES LTDA ME; 25.079.378/0001-53;RUA A-28;242;QD 163 LT 23/24;CONJ MARCOS FREIRE II;49160-000;GLP;11/12/2023;89,99;;R$ / 13 kg;LIQUIGÁS
CO;GO;APARECIDA DE GOIANIA;IRENE MARIA DA COSTA 87665441149; 11.912.048/0001-92;RUA   132A;SN;QD 10 LT 55;JARDIM TROPICAL;74946-390;GLP;11/12/2023;105;;R$ / 13 kg;LIQUIGÁS
N;PA;CASTANHAL;ULTRAGAZ MIL LTDA ME; 26.278.056/0001-04;ALAMEDA PADRE  ROLIM;139;EQUINA COM ALAMEDA PADRE CICERO;CAIÇARA;68743-580;GLP;12/12/2023;100;;R$ / 13 kg;BAHIANA
SE;SP;BARRETOS;SOUSA & TERENCIO COMERCIO DE GAS LTDA; 26.529.674/0001-71;AVENIDA 43;30;;CENTRO;14780-420;GLP;11/12/2023;115;;R$ / 13 kg;CONSIGAZ
CO;GO;CALDAS NOVAS;JP DE OLIVEIRA PIMENTA EIRELI; 26.084.928/0001-95;AVENIDA E;SN;QUADRA12A                 LOTE  22;ESTANCIA ITANHANGA I;75680-368;GLP;12/12/2023;110;;R$ / 13 kg;BRANCA
