Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;JOAO MONLEVADE;SHOW GAS E AGUA MINERAL LTDA - ME; 26.222.922/0001-37;RUA   VIRGÍLIO LIMA;389;;LUCÍLIA;35930-037;GLP;11/12/2023;105;;R$ / 13 kg;BRANCA
NE;PE;GOIANA;GOIANA DISTRIBUIDORA DE GAS LTDA - ME; 17.426.493/0006-33;SIT ROSARIO QUADRA H LOTE 12;30;;CARNE DE VACA;55900-000;GLP;13/12/2023;90;;R$ / 13 kg;MINASGAS
N;RO;PORTO VELHO;AUTO POSTO LONDON LTDA; 11.062.711/0001-07;AVENIDA GUAPORE;4513;;FLODOALDO PONTES PINTO;76820-539;GLP;12/12/2023;115;;R$ / 13 kg;AMAZONGÁS
S;RS;URUGUAIANA;ELVIS NAOR BENTO DIAS ME; 23.889.040/0002-12;R. PINHEIRO MACHADO;1265;;CABO LUIZ QUEVEDO;97503-850;GLP;13/12/2023;115;;R$ / 13 kg;BRANCA
SE;RJ;ITABORAI;MGP REVENDA DE GLP LTDA; 26.332.091/0001-56;AVENIDA   LUIZ FERNANDO DE OLIVEIRA NANCI;S/N;LT 11 QD 04;NANCILÂNDIA;24801-092;GLP;12/12/2023;87,99;;R$ / 13 kg;BRANCA
N;AM;MANAUS;EDGAR FERNANDES DOS SANTOS; 19.065.516/0001-42;RUA CORONEL  TABORDA DE MIRANDA;23;NUCLEO 3 QUADRA 117;CIDADE NOVA;69094-270;GLP;11/12/2023;123;;R$ / 13 kg;FOGAS
SE;SP;CARAPICUIBA;ELAINE CRISTINA CORREA PALERMO 28459158888; 22.546.308/0001-70;AVENIDA RUI BARBOSA;2208;;VILA SANTA TEREZINHA;06311-001;GLP;11/12/2023;100;;R$ / 13 kg;ULTRAGAZ
S;PR;APUCARANA;REDE JOE GAS - EIRELI; 25.101.785/0001-10;AVENIDA CENTRAL DO PARANA;2847;;JARDIM PONTA GROSSA;86807-315;GLP;13/12/2023;89,9;;R$ / 13 kg;BRANCA
S;PR;FOZ DO IGUACU;IGUACU GAS E ALIMENTOS LTDA; 05.509.943/0002-49;RUA CASSIANO RICARDO;282;;VILA PORTES;85865-050;GLP;12/12/2023;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;OSASCO;ARTHUR COMERCIO DE GAS LTDA; 26.350.170/0001-90;RUA PIACATU;446;;MUNHOZ JUNIOR;06240-160;GLP;12/12/2023;84,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;CAMPINA GRANDE;J BATISTA RAMOS DE CARVALHO COMERCIO LTDA; 11.807.239/0006-07;RUA MANOEL DO Ó JUNIOR;241;QD 160 LT 02 E 3;CRUZEIRO;58106-175;GLP;15/12/2023;100;;R$ / 13 kg;COPA ENERGIA
SE;SP;VALINHOS;CAROLINA SANCHES REINFRANK ME; 25.219.459/0001-01;RODOVIA   MUNICIPAL DOS ANDRADAS;912;V. JAIR LT 01 QD A;JARDIM LORENA;13277-650;GLP;14/12/2023;93,99;;R$ / 13 kg;LIQUIGÁS
CO;GO;RIO VERDE;PRIMOS DISTRIBUIDORA DE GAS E AGUA LTDA.; 25.322.745/0001-06;RUA EURICO GASPAR DUTRA;801;QUADRA34                  LOTE  08/B;VILA BORGES PROLONGAMENTO A;75902-850;GLP;13/12/2023;110;;R$ / 13 kg;BRANCA
SE;SP;SAO ROQUE;DISTRIBUIDORA DE GAS FOLENAGAS LTDA; 26.370.603/0001-79;RUA BENEDITO MARCHI FILHO;656;;VILA SANTA ISABEL;18136-028;GLP;12/12/2023;84,99;;R$ / 13 kg;LIQUIGÁS
S;PR;FOZ DO IGUACU;G MIRANDA GLP; 23.263.485/0001-01;RUA BELO HORIZONTE,;1672;;JARDIM PARANA;85867-135;GLP;12/12/2023;95;;R$ / 13 kg;ULTRAGAZ
NE;PB;JOAO PESSOA;ELIAS E PATRICIO COMERCIO DE GAS E AGUA LTDA ME; 25.109.649/0001-76;RUA   JOÃO BELO VIEIRA;463;;MANGABEIRA;58056-040;GLP;11/12/2023;90;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;CC ZEFERINO COMERCIO DE GAS ME; 26.233.743/0001-03;Q QUADRA 24;SN;LOTE 04;JARDIM AGUAS LINDAS II;72927-692;GLP;12/12/2023;81,99;;R$ / 13 kg;ULTRAGAZ
SE;RJ;SANTO ANTONIO DE PADUA;SANTA RITA DISTRIBUIDORA DE GAS LTDA; 25.148.703/0001-92;ESTRADA PADUA PIRAPETINGA;SN;KM    03;CAFE GAROTO;28470-000;GLP;11/12/2023;115;;R$ / 13 kg;NGC DISTRIBUIDORA
N;RO;JI-PARANA;ILSON GRACIEL MOREIRA COMERCIO DE GAS - ME; 09.546.709/0001-61;RUA ROSANA BASTO CAMILO;3470;SETOR 06.80 QUADRA 3 LT 17;COPAS VERDE;76901-614;GLP;12/12/2023;126;;R$ / 13 kg;FOGAS
SE;SP;SAO PAULO;AG GODOY E CIA COMERCIO DE GAS LTDA; 26.262.663/0001-78;RUA TEIXEIRA LEITE;273;;LIBERDADE;01514-010;GLP;11/12/2023;96;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;KATIA NUBIA RODRIGUES SOARES 59741058268; 22.019.211/0001-09;RUA SANTOS DUMONT;1191;;LOURDES;35032-460;GLP;14/12/2023;115;;R$ / 13 kg;BRANCA
N;AM;MANAUS;RAIMUNDO NONATO DOS SANTOS; 23.264.519/0001-82;RUA  DO ABIEIROS;5;;JORGE TEIXEIRA;69088-010;GLP;12/12/2023;128;;R$ / 13 kg;FOGAS
SE;ES;GUARAPARI;SG PEREIRA GAS ME; 26.560.754/0001-90;AVENIDA SANTA  CRUZ;1122;;JABARAÍ;29220-400;GLP;14/12/2023;95;;R$ / 13 kg;BRANCA
S;PR;UMUARAMA;H. P. MERCADO LTDA; 06.981.099/0002-17;AV JUNQUEIRA FREIRE;1196;;CONJUNTO HABITACIONAL SONHO MEU;87510-000;GLP;12/12/2023;105;;R$ / 13 kg;LIQUIGÁS
SE;MG;GOVERNADOR VALADARES;DISTRIBUIDORA DE GAS VESPERMANN LTDA; 06.951.302/0010-12;RUA   VINTE E UM DE ABRIL;373;;SAO PAULO;35030-760;GLP;13/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;ES;CARIACICA;D C JUNIOR GAS EIRELI ME; 25.448.837/0001-29;RUA   AMÉRICA;17;;VERA CRUZ;29146-782;GLP;12/12/2023;85;;R$ / 13 kg;BRANCA
N;TO;ARAGUAINA;MVS COMERCIO E DISTRIBUIÇÃO DE GAS E AGUA LTDA ME; 25.244.337/0001-75;RUA  DO ABACATEIROS;226;DEPOSITO;LOTEAMENTO ARAGUAÍNA SUL;77827-150;GLP;12/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;IGARASSU;M G M COMERCIO DE GAS EIRELI; 24.427.459/0001-34;AVENIDA VINTE E SETE DE SETEMBRO PREFEITO JURANDIR BEZERRA;685;;SARAMANDAIA;53620-669;GLP;13/12/2023;88,88;;R$ / 13 kg;BAHIANA
SE;SP;HORTOLANDIA;TANIA SOARES DOS SANTOS OLIVEIRA 06073592698; 26.004.195/0001-31;AVENIDA SANTANA;1599;;JARDIM AMANDA I;13188-000;GLP;14/12/2023;99,99;;R$ / 13 kg;CONSIGAZ
SE;ES;ARACRUZ;GILMAR BREDA; 25.264.222/0001-42;RUA CORACAO DE JESUS;81;;GUAXINDIBA;29194-761;GLP;12/12/2023;100;;R$ / 13 kg;LIQUIGÁS
SE;RJ;ARARUAMA;ALINE MARTINS COMERCIO DE GAS LTDA - ME; 26.294.435/0001-80;RUA GUANABARA;S/N;;PARQUE NOVO HORIZONTE;28970-000;GLP;13/12/2023;79,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SOROCABA;AERO GAS SOROCABA EIRELI; 26.337.793/0001-22;AVENIDA SANTOS DUMONT;712;;JARDIM ANA MARIA;18065-290;GLP;11/12/2023;113,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;JONATHAN ALEXANDER RODRIGUES CALIXTO 11149208600; 26.409.591/0001-49;RODOVIA MG-5;912;;IPE;31930-010;GLP;11/12/2023;84,99;;R$ / 13 kg;BRANCA
CO;MT;CUIABA;CLARICE APARECIDA DOS SANTOS & CIA LTDA; 25.356.771/0001-47;AVENIDA IPIRANGA;1254;;JARDIM INDEPENDENCIA;78031-030;GLP;12/12/2023;94,99;;R$ / 13 kg;LIQUIGÁS
SE;RJ;RIO BONITO;DISTRIBUIDORA DE GAS COSTA TORRES LTDA; 26.629.067/0001-83;RUA MARIA XAVIER DE SOUZA;SN;LOTE  02                  QUADRA01;PARQUE DA LUZ;28800-000;GLP;12/12/2023;80;;R$ / 13 kg;BRANCA
S;PR;COLOMBO;DANIEL COMERCIO DE GAS LTDA; 26.524.085/0001-09;RUA ABEL SCUISSIATO;2466;;ATUBA;83408-280;GLP;15/12/2023;95;;R$ / 13 kg;CONSIGAZ
SE;SP;PINDAMONHANGABA;JOAO PAULO DE CARVALHO OLIVEIRA ME; 25.050.836/0001-21;RUA  DO PURIS;386;;PARQUE SÃO DOMINGOS;12410-380;GLP;13/12/2023;100;;R$ / 13 kg;ULTRAGAZ
S;RS;IJUI;MISSIONEIRA COMERCIO DE GAS LTDA.; 08.382.548/0002-36;RODOVIA BR 285 KM 458;S/N;;DAS  CHACARAS;98700-000;GLP;12/12/2023;120;;R$ / 13 kg;ULTRAGAZ
SE;SP;SUZANO;MF - W DISTRIBUIDORA DE GAS LTDA; 24.734.843/0001-80;AVENIDA BRASIL (CIDADE CRUZEIRO DO SUL);445;;PARQUE SUZANO;08673-055;GLP;11/12/2023;89,99;;R$ / 13 kg;FOGAS
CO;GO;CALDAS NOVAS;PAULO ROBERIO DA SILVA GOIS 06731853461; 25.296.083/0001-39;RUA ANAIDES BRITO;S/N;QD 49 LT 28;SANTA EFIGENIA;75690-000;GLP;12/12/2023;100;;R$ / 13 kg;BRANCA
NE;BA;LIVRAMENTO DE NOSSA SENHORA;SAMUEL DIAS SILVA ME; 24.583.276/0001-08;AVENIDA GONÇALO PEREIRA E SILVA;380;;ESTOCADA;46140-000;GLP;12/12/2023;110;;R$ / 13 kg;LIQUIGÁS
CO;MS;CORUMBA;FARID A. H. M. MUSTAFÁ EPP; 02.984.590/0002-40;RUA   DELFINO SCAFFA;5363;;CONJUNTO GUATOS;79321-010;GLP;11/12/2023;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;SAO JOSE DOS PINHAIS;NICOLA E CRUZ COMERCIO DE GAS E BEBIDAS LTDA; 26.361.200/0001-63;RUA AFONSO DISSENHA;2020;;BOM JESUS;83020-220;GLP;12/12/2023;87;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARARAQUARA;ANA MARIA BARBOSA LEITE 08923458457; 25.203.444/0001-55;RUA MAURICIO GALLI;4093;;JARDIM IMPERADOR;14806-245;GLP;12/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CASCAVEL;M.W.MARAFON COMERCIO DE GÁS; 21.706.496/0001-93;RUA PADRE  ANCHIETA;1095;;PARQUE SÃO PAULO;85803-740;GLP;13/12/2023;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;CRUZEIRO;PAULO THIAGO DA SILVA JARDIM ME; 21.080.814/0001-53;RUA CAPITÃONECO;1088;;CENTRO;12701-350;GLP;13/12/2023;88,99;;R$ / 13 kg;BRANCA
CO;GO;MINEIROS;LIONEI FRAGA RIBEIRO ME; 26.438.634/0001-14;AVENIDA SÃO JOÃO;SN;QUADRA 214 LOTE 18;NOSSA SENHORA APARECIDA;75830-000;GLP;12/12/2023;113;;R$ / 13 kg;LIQUIGÁS
NE;MA;ACAILANDIA;PACHECO GAS LTDA; 19.969.531/0002-04;AV JK;2;LOTE 02 QUADRA 03;LOTEAMENTO MORADA DO SOL;65930-000;GLP;13/12/2023;95;;R$ / 13 kg;BAHIANA
N;TO;PORTO NACIONAL;ELI COMERCIO VAREJISTA DE GAS EIRELI - ME; 24.995.780/0001-15;AV MAE DEDE DOS REIS;S/N;QD 07 LT 31;JARDIM AMERICA;77500-000;GLP;13/12/2023;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SANTA BARBARA D'OESTE;J DE SOUZA MIGUEL - ME; 09.580.089/0001-87;AVENIDA SÃO PAULO;654;;CIDADE NOVA II;13454-060;GLP;14/12/2023;98;;R$ / 13 kg;BRANCA
SE;SP;LORENA;ANTONIO MARASSI JUNIOR 33689929881; 26.208.326/0001-00;RUA   ANTÔNIO HADDAD;852;;SANTO ANTÔNIO;12608-675;GLP;12/12/2023;74,99;;R$ / 13 kg;LIQUIGÁS
N;PA;XINGUARA;ADAILTON NEVES DA SILVA; 26.268.098/0001-56;RUA GOROTIRE;1186 A;;ITAMARATI;68555-820;GLP;14/12/2023;135;;R$ / 13 kg;BRANCA
SE;SP;PAULINIA;LUCILEI ZANQUETTA 02502561850; 26.154.124/0001-15;AV ALEXANDRE CAZELATTO;85;SL03;BETEL;13148-218;GLP;15/12/2023;110;;R$ / 13 kg;ULTRAGAZ
S;RS;CRUZ ALTA;IRMAOS MARTINS LTDA EPP; 26.592.115/0001-06;RUA GENERALFELIPE PORTINNHO;196;;CENTRO;98025-800;GLP;13/12/2023;68,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;JI-PARANA;SILVA & MASTRANGELO COMERCIO DE GAS LTDA EPP; 26.769.981/0001-20;RUA MARINGA;433;A;NOVA BRASILIA;76908-349;GLP;12/12/2023;135;;R$ / 13 kg;FOGAS
SE;RJ;RESENDE;R FARIA DISTRIBUIDORA DE GLPA LTDA; 26.054.555/0001-00;RUA   HOSTILIO DE SOUZA;400;QUADRA C2 LOTE 10;ITAPUCA;27524-040;GLP;12/12/2023;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;CORONEL FABRICIANO;FERNANDO DE SOUZA VIEIRA; 26.667.503/0001-09;RUA   PIAUÍ;44;;CALADINHO;35171-170;GLP;13/12/2023;115;;R$ / 13 kg;BRANCA
SE;RJ;MARICA;MARINE REVENDA E TRANSPORTE E GLP LTDA EPP; 24.914.307/0001-66;RODOVIA ERNANI DO AMARAL PEIXOTO;SN;LOTE 04;SAO JOSE DO IMBASSAI;24931-000;GLP;14/12/2023;75;;R$ / 13 kg;BRANCA
SE;MG;IPATINGA;EDIMAR PATRICIO BARBOSA 05982897639; 23.011.239/0001-62;AVENIDA GERASA;2286;;BETHANIA;35164-056;GLP;13/12/2023;110;;R$ / 13 kg;BRANCA
N;PA;XINGUARA;UNIAO GAS E TRANSPORTES LTDA; 26.611.935/0001-06;RUA OITO;281;;ITAMARATI;68555-640;GLP;14/12/2023;120;;R$ / 13 kg;BAHIANA
SE;MG;VICOSA;CHAMA GAS EIRELI - ME; 26.429.970/0001-09;RUA DONA GERTRUDES;7;;CENTRO;36570-000;GLP;12/12/2023;108;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;PEREIRA ECO GAS EIRELI - ME; 24.973.797/0001-71;QS 127 CONJUNTO B;2;;SAMAMBAIA SUL (SAMAMBAIA);72303-532;GLP;11/12/2023;99,99;;R$ / 13 kg;LIQUIGÁS
SE;RJ;CAMPOS DOS GOYTACAZES;A A S PONTES COMERCIO DE GAS  LTDA; 26.083.478/0001-16;AVENIDA FRANCISCO LAMEGO;148;;PARQUE JARDIM CARIOCA;28080-000;GLP;11/12/2023;80;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;GO;AGUAS LINDAS DE GOIAS;LRS PANIFICADORA LTDA; 10.884.475/0001-41;Q 13;SN;LOTE 01 LOJA 01 E  02;JARDINS AGUAS LINDAS II;72910-000;GLP;12/12/2023;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ITAPECERICA DA SERRA;MAXIMO GAS - DISTRIBUIDORA DE GAS E AGUA - EIRELI; 17.380.358/0001-90;AVENIDA CONSTANTINOPLA;11;;JARDIM SAO MARCOS;06871-300;GLP;12/12/2023;99,99;;R$ / 13 kg;ULTRAGAZ
NE;AL;MACEIO;JOSEFA MARIA DOS SANTOS 16267184404; 22.001.415/0001-12;RUA   PÃO DE AÇÚCAR;133;;CANAÃ;57080-100;GLP;13/12/2023;90;;R$ / 13 kg;COPA ENERGIA
SE;SP;LIMEIRA;M H COMERCIO DE GAS LTDA ME; 26.707.979/0001-26;AVENIDA DOUTOR LAURO CORRÊA DA SILVA;2930;DEPOSITO;JARDIM DO LAGO;13481-631;GLP;13/12/2023;100;;R$ / 13 kg;CONSIGAZ
S;PR;PARANAVAI;KAKOGAS COMERCIO DE GAS LTDA; 03.984.308/0004-50;AVENIDA PRESIDENTE TANCREDO NEVES;1903;;VILA YARA;87702-130;GLP;14/12/2023;100;;R$ / 13 kg;LIQUIGÁS
SE;SP;ITANHAEM;LUAN GARCEZ SEGURA; 13.780.829/0002-87;AV FLACIDES FERREIRA;1350;LOJA 2;BALNEARIO GAIVOTA;11740-000;GLP;11/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PIRACICABA;S O S GAS E AGUA PIRACICABA EIRELI; 26.843.404/0001-30;AVENIDA CRISTOVAO COLOMBO;350;;JARDIM ALGODOAL;13405-459;GLP;12/12/2023;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;VOLTA REDONDA;VR SUL COMERCIO DE GAS EIRELI; 26.598.150/0001-32;RUA BARTOLOMEU BUENO DA RIBEIRA;385;;SANTO AGOSTINHO;27211-290;GLP;11/12/2023;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;LIMEIRA;FELIPE GABRIEL DITRIH FURLAN 41195689896; 14.267.656/0001-80;RUA   ANTONIO FURLAN;11;FUNDOS;VILA TEIXEIRA MARQUES;13485-141;GLP;13/12/2023;100;;R$ / 13 kg;CONSIGAZ
NE;PE;VITORIA DE SANTO ANTAO;J M J COMERCIO DE GAS E OXIGENIO LTDA; 14.727.740/0009-96;RUA DO BORGES;705;TERREO;MATRIZ;55602-030;GLP;12/12/2023;80;;R$ / 13 kg;COPA ENERGIA
CO;MT;CUIABA;VANDA MARIA GUIMARÃES ARECO 61690198168; 24.873.472/0001-17;AVENIDA PROFESSORA  EDNA MARIA DE ALBUQUERQUE AFFI;2;QUADRA 08;JARDIM IMPERIAL II;78076-001;GLP;11/12/2023;130;;R$ / 13 kg;COPA ENERGIA
SE;RJ;SAO FRANCISCO DE ITABAPOANA;UNIAO GAS LTDA EPP; 26.713.381/0001-40;RUA PROJETADA;SN;JARDINS DO IPES;CENTRO;28230-000;GLP;12/12/2023;105;;R$ / 13 kg;BRANCA
N;PA;PARAUAPEBAS;GRUPO GS GAS LTDA; 27.116.991/0001-29;RUA MARABA;363;QUADRA063                 LOTE  363;DA PAZ;68515-000;GLP;14/12/2023;114,99;;R$ / 13 kg;BAHIANA
SE;MG;CAMPO BELO;ALEXANDRE JUNIOR FERREIRA 03364735670; 27.119.193/0001-50;RUA GAMA;365;;PASSATEMPO;37270-000;GLP;11/12/2023;110;;R$ / 13 kg;BRANCA
SE;MG;OLIVEIRA;RAISSA VIANA MATTAR MENDES; 14.410.496/0001-86;AVENIDA CORONEL BENJAMIM GUIMARAES;280;;DOM BOSCO;35540-000;GLP;12/12/2023;103;;R$ / 13 kg;BRANCA
N;AM;MANAUS;R R DO N SALES - ME.; 07.793.740/0002-52;RUA   CURRAIS NOVOS;35;QUADRA 435 CJ CN ET 5 NC 23;NOVO ALEIXO;69097-500;GLP;12/12/2023;120;;R$ / 13 kg;AMAZONGÁS
NE;BA;CAETITE;E.V.C DISTRIBUIDORA DE GAS LTDA; 26.958.851/0001-35;AVENIDA DACIO OLIVEIRA;1102;;RANCHO ALEGRE;46400-000;GLP;11/12/2023;90;;R$ / 13 kg;NGC DISTRIBUIDORA
NE;CE;FORTALEZA;TEDGAS COMERCIO VAREJISTA DE GAS GLP LTDA; 07.847.604/0001-17;RUA FRANCISCO INACIO;1106;;PARQUE PRESIDENTE VARGAS;60765-795;GLP;12/12/2023;100;;R$ / 13 kg;COPA ENERGIA
N;PA;ABAETETUBA;ORSI GAS LTDA; 26.690.653/0001-33;RODOVIA DR. JOAO MIRANDA;SN;KM 0;SANTA ROSA;68440-000;GLP;11/12/2023;95;;R$ / 13 kg;LIQUIGÁS
SE;RJ;RIO DE JANEIRO;RIACHUELO COMERCIO DE GAS EIRELI; 26.629.092/0001-67;RUA ANA NERI;1020;1020 A;ROCHA;20960-005;GLP;11/12/2023;84,99;;R$ / 13 kg;BRANCA
NE;RN;NATAL;L DE A CARLOS - ME; 26.174.575/0001-14;RUA   HENRIQUE DIAS;140;A;BOM PASTOR;59060-170;GLP;11/12/2023;95;;R$ / 13 kg;LIQUIGÁS
SE;ES;SAO MATEUS;JONATAS COSTA SILVA 11652671790; 26.933.362/0001-29;AVENIDA ARGENTINA;391;;VILA NOVA;29941-380;GLP;11/12/2023;95;;R$ / 13 kg;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;MARIA APARECIDA DA SILVA 13339491895; 27.012.682/0001-09;RUA   ANGÉLICA COLINO PAES DE ALMEIDA;200;;PARQUE DAS AROEIRAS;15042-090;GLP;13/12/2023;98;;R$ / 13 kg;ULTRAGAZ
SE;RJ;DUQUE DE CAXIAS;L M M COMERCIO DE GAS DE SANTA CRUZ DA SERRA EIRELI ME; 27.034.641/0001-13;AVENIDA AUTOMÓVEL CLUBE;S/N;QUADRA 40 LOTE 28;VILA SANTA CRUZ;25255-030;GLP;14/12/2023;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;TRINDADE;AMANDA APARECIDA DO VALE; 27.108.918/0001-05;AVENIDA RUI BARBOSA;1468;QUADRA13                  LOTE  11;SETOR JARDIM MARISTA;75383-498;GLP;12/12/2023;89,99;;R$ / 13 kg;LIQUIGÁS
N;TO;ARAGUAINA;CLARO JOSE NETO FILHO ME; 26.481.376/0001-59;RUA   57;1681;QUADRA 24 LOTE 19 E 20;LOTEAMENTO NOVA ARAGUAÍNA;77815-760;GLP;11/12/2023;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;CAMPOS DOS GOYTACAZES;ALVES E CRESPO REVENDEDOR DE GLP - ME; 22.970.556/0001-43;RUA DOUTOR BEDA;655;;PQ SÃO BENEDITO;28028-110;GLP;11/12/2023;85;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;CACADOR;PAULO ROGERIO ROSALEN; 21.937.108/0001-85;RUA SENADOR SALGADO FILHO;920;;CENTRO;89500-296;GLP;11/12/2023;110;;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;CENTRAL COMERCIO DE GAS EIRELI - ME; 26.536.992/0001-60;RUA 25 DE DEZEMBRO;747;;OSEAS;48700-000;GLP;13/12/2023;110;;R$ / 13 kg;LIQUIGÁS
S;PR;CAMPO MOURAO;LIDER GAS LTDA; 27.152.352/0001-19;AVENIDA PERIMETRAL PRESIDENTE TANCREDO DE ALMEIDA NEVES;3785;;JARDIM BANDEIRANTES;87308-395;GLP;13/12/2023;100;;R$ / 13 kg;BRANCA
NE;BA;ITABUNA;JOÃO PAULO DUARTE DA LUZ - ME; 26.507.935/0001-52;AVENIDA ITAJUÍPE;1780;TERREO;SANTO ANTÔNIO;45602-380;GLP;13/12/2023;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;VARZEA GRANDE;HENRIQUE CESAR DA COSTA 03450476130; 26.531.565/0001-99;RUA CORONEL JOSE AUGUSTO GOMES;150;;PONTE NOVA;78115-706;GLP;13/12/2023;120;;R$ / 13 kg;BRANCA
SE;SP;ASSIS;MACIEL FERNANDES DA FONSECA 30349448884; 23.786.637/0001-50;AVENIDA   OTTO RIBEIRO;361;;SAN FERNANDO VALLEY;19800-300;GLP;11/12/2023;105;;R$ / 13 kg;ULTRAGAZ
NE;PE;GOIANA;JC GAS LTDA; 27.115.346/0001-91;AVENIDA ANDRE VIDAL DE NEGREIROS;75;;CENTRO;55900-000;GLP;13/12/2023;90;;R$ / 13 kg;BAHIANA
N;PA;PARAUAPEBAS;MARIA JORDEIA DIAS SILVA 03258399301; 27.364.825/0001-41;AVENIDA INGLATERRA;S/N;QUADRA 33 LOTE 07;JARDIM NOVO HORIZONTE;68515-000;GLP;14/12/2023;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;RN;MOSSORO;J L MENDES DA CUNHA FILHO; 21.228.121/0002-46;RUA MANOEL ADELINO;557;;PLANALTO TREZE DE MAIO;59631-360;GLP;12/12/2023;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;CABO DE SANTO AGOSTINHO;WAGNER GUSTAVO BRISSANTT SILVA; 24.844.515/0001-36;RUA AMELIA ALVES DA SILVEIRA;333;;GARAPU;54517-180;GLP;14/12/2023;84,99;;R$ / 13 kg;BAHIANA
SE;SP;ARARAQUARA;MARINALVA ALVES DE LIMA 33775930809; 27.044.671/0001-00;RUA ALBERTO CIONI;675;;JARDIM SÃO RAFAEL II;14806-868;GLP;12/12/2023;110;;R$ / 13 kg;COPA ENERGIA
CO;GO;RIO VERDE;FABIANO DA SILVA PEREIRA 05596492310; 27.177.812/0001-63;RUA TIRADENTES;3;QUADRA 59 LT 02;SANTO AGOSTINHO;75904-660;GLP;13/12/2023;115;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;ROGERIO E WANDER LTDA; 26.457.186/0001-04;AVENIDA CURUSSA;SN;QUADRA24                  LOTE  01;CARDOSO;74933-077;GLP;11/12/2023;95;;R$ / 13 kg;BRANCA
SE;SP;MOGI DAS CRUZES;JEANE DE AQUINO CUNHA - ME; 26.269.791/0001-43;AVENIDA JAPÃO;5752;;JARDIM AEROPORTO I;08760-380;GLP;13/12/2023;95;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;QUEIROZ DISTRIBUIDORA E CONVENIÊNCIA EIRELI - ME; 22.642.962/0001-87;AVENIDA PINHEIRO MACHADO;1941;;SÃO CRISTÓVÃO;76804-047;GLP;14/12/2023;110;;R$ / 13 kg;BRANCA
SE;SP;MAUA;RBR MAUA DISTRIBUIDORA DE GLP LTDA; 27.238.797/0001-16;ESTRADA   MAUÁ E ADUTORA RIO CLARO;1106;;JARDIM IPÊ;09390-500;GLP;12/12/2023;79,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;TO;PALMAS;A.V. CARAÇA - ME; 26.714.744/0001-61;1012 SUL AVENIDA NS 10;S/N;LOTE 11;PLANO DIRETOR SUL;77023-642;GLP;12/12/2023;123;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;JACOBINA;JOSE BARBOSA LEAL FILHO; 00.597.744/0011-07;RUA JOAQUIM FONSECA;100;QUADRA E LOTEAM VALOI LOTES 5/6;NAZARE;44700-000;GLP;12/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;JOINVILLE;CARLOS HENRIQUE LEAL MELO GAS ME; 24.178.351/0001-55;RUA DONA FRANCISCA;4,76;;SANTO ANTONIO;89218-112;GLP;11/12/2023;120;;R$ / 13 kg;BRANCA
SE;SP;CARAPICUIBA;S.O.S BOYS COMERCIO DE GAS LTDA; 14.262.626/0001-80;AVENIDA NETUNO;618;;JARDIM NOVO HORIZONTE;06341-420;GLP;11/12/2023;98;;R$ / 13 kg;SUPERGASBRAS ENERGIA
